iter	Logloss
190	0.5384558013
191	0.53810654
192	0.5378253893
193	0.5375533984
194	0.5373556761
195	0.5370024485
196	0.5368124645
197	0.5366144001
198	0.5363981097
199	0.5362478833
200	0.5359270374
201	0.535726611
202	0.5354362222
203	0.535188031
204	0.5349337393
205	0.5346722794
206	0.5343838007
207	0.5342375511
208	0.5339616637
209	0.5337254925
210	0.5334674413
211	0.5332511276
212	0.533098055
213	0.532887946
214	0.5325975022
215	0.5322581927
216	0.5320660123
217	0.5318452465
218	0.5315338829
219	0.5312875107
220	0.5310302998
221	0.5307685491
222	0.53052942
223	0.5303004958
224	0.5300566896
225	0.5298094972
226	0.5296770732
227	0.5294320188
228	0.5291379133
229	0.5287716208
230	0.5285348272
231	0.5283311696
232	0.5280393308
233	0.5279100936
234	0.5277125042
235	0.5275756937
236	0.5274013095
237	0.5272095322
238	0.5269963032
239	0.5267658074
240	0.5266241097
241	0.5264511305
242	0.526123011
243	0.525951673
244	0.5257135895
245	0.5255733944
246	0.5253792646
247	0.5251261777
248	0.5249167603
249	0.5247185028
250	0.524571178
251	0.5243837696
252	0.5241581799
253	0.5239166516
254	0.5236767166
255	0.5234899434
256	0.5231510885
257	0.5228840945
258	0.5226469677
259	0.5223216544
260	0.5221668437
261	0.5219018868
262	262	0.5227896263	263	0.5225718264	264	0.5222915265	265	0.5220589266	266	0.5218340267	267	0.5214309268	268	0.5212204269	269	0.5208760270	270	0.5206436271	271	0.5204489272	272	0.5203338273	273	0.520201274	0274	0.519986275	0275	0.519826276	0276	0.519519277	0277	0.519255278	0278	0.519104279	0279	0.518898280	0280	0.518668281	0281	0.518488282	0282	0.5183147869
283	0.5181075648
284	0.5178541748
285	0.5176819505
286	0.5173491858
287	0.5171485354
288	0.5168025492
289	0.5165905874
290	0.5162435547
291	0.5159475643
292	0.5157506366
293	0.5155128819
294	0.5152825209
295	0.5150485279
296	0.5148770188
297	0.5146661064
298	0.5145566317
299	0.5143294431
300	0.5139905276
301	0.5137371361
302	0.5134705313
303	0.513222339
304	0.5129195401
305	0.5128012675
306	0.5126605054
307	0.5124798308
308	0.5122715825
309	0.5120628759
310	0.5117218386
311	0.5115864192
312	0.5113217301
313	0.511116665
314	0.5108820136
315	0.5106423587
316	0.5104233287
317	0.5100234271
318	0.5098373984
319	0.5095802851
320	0.5094147932
321	0.5091768444
322	0.5088673605
323	0.508552356
324	0.5083091436
325	0.5081777833
326	0.5079971921
327	0.5078458344
328	0.5076644034
329	0.5074727102
330	0.5071791945
331	0.5069011688
332	0.5066792339
333	0.50650395
334	0.5063722539
335	0.5061280447
336	0.5059261236
337	0.5056294768
338	0.505410885
339	0.5051463221
340	0.5047872511
341	0.5045076151
342	0.5042671778
343	0.504010192
344	0.5038229774
345	0.503525917
346	0.5032313483
347	0.5030429055
348	0.5028528643
349	0.5026885269
350	0.5024895648
351	0.5022356756
352	0.5020219028
353	0.5018824182
354	0.5015721041
355	0.5013770241
356	0.5011288908
357	0.5009516667
358	0.5007060134
359	0.5005455144
360	0.5003951268
361	0.5001562783
362	0.4999557569
363	0.4997823047
364	0.4995296695
365	0.4992552763
366	0.4989707455
367	0.4987104861
368	0.4985224222
369	0.4982222305
370	0.4980628347
371	0.4978595207
372	0.4976511336
373	0.4974725946
374	0.4971976309
375	0.4969383755
376	0.4966984984
377	0.4965164882
378	0.4963410853
379	0.4961466321
380	0.4958917025
381	0.4956773579
382	0.4954766891
383	0.4951473434
384	0.4949590634
385	0.4946541496
386	0.4944133077
387	0.4942021058
388	0.4940332857
389	0.4937509162
390	0.4934909843
391	0.4933387764
392	0.4930765532
393	0.4929229847
394	0.4927141636
395	0.4925508463
396	0.4923339606
397	0.4921419666
398	0.4918830735
399	0.4916623799
400	0.4914071485
401	0.4912377042
402	0.491021686
403	0.4908179423
404	0.4905714706
405	0.490236811
406	0.4900683765
407	0.4898880476
408	0.4896768483
409	0.4893845386
410	0.4892034139
411	0.488987846
412	0.488788626
413	0.4885750206
414	0.4882470734
415	0.4880853121
416	0.487747301
417	0.4874244051
418	0.4872421959
419	0.487027426
420	0.4868822231
421	0.486653495
422	0.4864744209
423	0.486321168
424	0.486035722
425	0.4858176893
426	0.4855527871
427	0.4853280371
428	0.4851071169
429	0.4849504383
430	0.4847242717
431	0.4844814039
432	0.484239528
433	0.4840366914
434	0.483845123
435	0.4835259679
436	0.4833111076
437	0.483139104
438	0.4829114871
439	0.4826469137
440	0.4823759584
441	0.4821910662
442	0.4820442724
443	0.481770828
444	0.4816038949
445	0.4812389869
446	0.4811215692
447	0.4809104058
448	0.480777521
449	0.4805400246
450	0.4803364083
451	0.4802066593
452	0.4800026536
453	0.4797663352
454	0.4795878796
455	0.4793703506
456	0.4790967359
457	0.4788475491
458	0.4786670396
459	0.4785588015
460	0.4783330405
461	0.4782258098
462	0.4780032869
463	0.4776925716
464	0.4774573531
465	0.4772912571
466	0.4771436934
467	0.4769282752
468	0.4767256285
469	0.476390678
470	0.4762182682
471	0.4760385449
472	0.4758738122
473	0.4756553214
474	0.4754289216
475	0.4751342972
476	0.4749911319
477	0.4748679676
478	0.4746839342
479	0.4743833136
480	0.4741053207
481	0.4738931257
482	0.4737252508
483	0.473500709
484	0.4732151013
485	0.4729309209
486	0.472755147
487	0.4725756752
488	0.4723197701
489	0.4722006718
490	0.4720160745
491	0.4718334181
492	0.471580815
493	0.4713908826
494	0.4711527203
495	0.4708913017
496	0.4706629297
497	0.4703589393
498	0.4702286485
499	0.4700318252
500	0.4698156045
501	0.4695995245
502	0.4694088932
503	0.469285
504	0.4691339863
505	0.4689961942
506	0.4688416251
507	0.4686156389
508	0.468427505
509	0.4682015869
510	0.4679277374
511	0.4677281061
512	0.4675962758
513	0.4673589512
514	0.4671521024
515	0.4669115952
516	0.4666416655
517	0.4664362424
518	0.4662130037
519	0.4659405047
520	0.4657160471
521	0.4655725263
522	0.465419155
523	0.465129301
524	0.4649206009
525	0.4648199674
526	0.4645885103
527	0.4644019856
528	0.4642033379
529	0.464005512
530	0.4638923205
531	0.4636596384
532	0.4634593215
533	0.463289974
534	0.4630954601
535	0.4628778295
536	0.4626884501
537	0.4624650249
538	0.4622993241
539	0.4621197353
540	0.4619694603
541	0.4617911
542	0.4615857181
543	0.4614186468
544	0.4612804586
545	0.4610581128
546	0.4608557722
547	0.4606558829
548	0.4603786888
549	0.4602439327
550	0.4601036775
551	0.4599257647
552	0.4598022999
553	0.4596332425
554	0.4594884432
555	0.4592251589
556	0.4589703775
557	0.4587722124
558	0.4585807388
559	0.458415002
560	0.458255339
561	0.4580578383
562	0.4578896499
563	0.4577100169
564	0.4574755919
565	0.4573025082
566	0.4571324488
567	0.4569313949
568	0.4568320962
569	0.4565763801
570	0.4563691374
571	0.4560990427
572	0.4559585949
573	0.4557639959
574	0.455650534
575	0.4554534966
576	0.4551925646
577	0.4548901603
578	0.4547598855
579	0.4545749235
580	0.4544078031
581	0.4542545664
582	0.4541600454
583	0.4539642736
584	0.4537972513
585	0.4535952457
586	0.453386343
587	0.4531995224
588	0.4529800411
589	0.4528282472
590	0.4525981698
591	0.4524281771
592	0.4522675948
593	0.4520669761
594	0.4518706599
595	0.4516620769
596	0.4515316969
597	0.4512912677
598	0.4510998734
599	0.4509618377
600	0.4507765198
601	0.4505258533
602	0.4503455342
603	0.4502104461
604	0.4499717136
605	0.4497919793
606	0.4496220404
607	0.4494017377
608	0.4492640192
609	0.4490962752
610	0.4489543221
611	0.4487558668
612	0.4485764353
613	0.4484100427
614	0.4482165263
615	0.4480287672
616	0.4478977058
617	0.4477348803
618	0.4474842446
619	0.4472874355
620	0.4471014529
621	0.4468906589
622	0.446728622
623	0.4465484888
624	0.4463946366
625	0.4462859537
626	0.4461547225
627	0.4459181332
628	0.4457238438
629	0.4455477676
630	0.4453070253
631	0.4451694875
632	0.4450496135
633	0.4448951695
634	0.4447351204
635	0.4445632415
636	0.4443676639
637	0.4442155268
638	0.4440187838
639	0.4439031608
640	0.4437604791
641	0.4434581366
642	0.4432853858
643	0.4430677286
644	0.4428665229
645	0.4427102339
646	0.4425372229
647	0.4423727536
648	0.4421781464
649	0.4420676784
650	0.441857718
651	0.441669266
652	0.4414886252
653	0.4412626262
654	0.4410421529
655	0.4409202936
656	0.4407068942
657	0.4405859604
658	0.4404297087
659	0.4402329457
660	0.4401091682
661	0.4399830876
662	0.4397575072
663	0.439602773
664	0.4394337397
665	0.4392821141
666	0.439099682
667	0.438955645
668	0.4387862779
669	0.4386226955
670	0.4383306729
671	0.4380952172
672	0.4379640585
673	0.4378326225
674	0.4376694508
675	0.4375037814
676	0.4373700645
677	0.4372183446
678	0.4370776194
679	0.4368833786
680	0.4367209283
681	0.4365975881
682	0.436433736
683	0.4362491971
684	0.4360726136
685	0.4359129739
686	0.4357274055
687	0.4354609041
688	0.4353210901
689	0.4351072445
690	0.4350056776
691	0.4348869041
692	0.4347341101
693	0.4345333615
694	0.4343551995
695	0.4342517239
696	0.4341364013
697	0.4339307054
698	0.4337545371
699	0.4336088726
700	0.4334684386
701	0.4332953497
702	0.4331265163
703	0.4329212534
704	0.4328125256
705	0.4326610097
706	0.4325251904
707	0.4323250114
708	0.4321510135
709	0.431964223
710	0.4317235025
711	0.4315240238
712	0.4313306571
713	0.431147903
714	0.4309602278
715	0.4308028751
716	0.430642607
717	0.4304177462
718	0.4302042264
719	0.4300378072
720	0.429891749
721	0.4296790203
722	0.4295371402
723	0.4294253908
724	0.4291990636
725	0.4290154524
726	0.4288237876
727	0.4286214638
728	0.4284857665
729	0.4283319734
730	0.4282181479
731	0.4280326477
732	0.4278885225
733	0.4276949203
734	0.4275384262
735	0.4274164282
736	0.4272967557
737	0.4271421721
738	0.4269784798
739	0.4268271519
740	0.4266941195
741	0.4265376323
742	0.4263877443
743	0.4262656405
744	0.4260729253
745	0.4258533173
746	0.425680985
747	0.4255595212
748	0.4254404917
749	0.4253564126
750	0.4251549879
751	0.4249711916
752	0.4248101221
753	0.4246416347
754	0.4244242009
755	0.4242746099
756	0.4240440768
757	0.4239496056
758	0.4237943317
759	0.4236535197
760	0.423536441
761	0.4233814181
762	0.4232690903
763	0.4230573286
764	0.4228865832
765	0.4227678135
766	0.4226890595
767	0.4225763852
768	0.4224238619
769	0.4222736581
770	0.422102902
771	0.4219318538
772	0.4217683162
773	0.4215663239
774	0.421364771
775	0.4211909724
776	0.4210404109
777	0.4208530498
778	0.4207133664
779	0.4205850062
780	0.4204367735
781	0.4203270186
782	0.4201822528
783	0.4200246406
784	0.4198488403
785	0.4197634013
786	0.4196106566
787	0.4195148698
788	0.419370353
789	0.4192650668
790	0.4190969547
791	0.4189704839
792	0.4188318371
793	0.4187236742
794	0.4185281019
795	0.418367857
796	0.4182345937
797	0.4180661664
798	0.4178400259
799	0.4176610382
800	0.4175160626
801	0.4173758861
802	0.4172385299
803	0.4171098889
804	0.4169180324
805	0.416764733
806	0.4165456566
807	0.416425232
808	0.4162199976
809	0.4160345101
810	0.4159472382
811	0.415749381
812	0.415630812
813	0.4154488595
814	0.415311654
815	0.4151352815
816	0.4150227513
817	0.4148686448
818	0.4147412661
819	0.4145695608
820	0.414366803
821	0.414227615
822	0.4140825753
823	0.4138412735
824	0.4137379575
825	0.4136634487
826	0.41355231
827	0.4133607226
828	0.4132286851
829	0.4130895478
830	0.4128941305
831	0.4127623422
832	0.4126274868
833	0.4124533534
834	0.4123684794
835	0.4121987944
836	0.411971702
837	0.4118247781
838	0.4116913105
839	0.4114809692
840	0.4113198473
841	0.4111692782
842	0.4110408644
843	0.41090246
844	0.4107089786
845	0.4105769277
846	0.4104093285
847	0.4102823047
848	0.4101440469
849	0.4100022438
850	0.4098895397
851	0.4097483113
852	0.4095833379
853	0.4095069396
854	0.4093953071
855	0.4092358588
856	0.4091248105
857	0.4090240688
858	0.4088963263
859	0.4087312674
860	0.4086268692
861	0.4085177921
862	0.4084068171
863	0.4082902506
864	0.4080585067
865	0.4078891882
866	0.4076824024
867	0.4075356765
868	0.4074170208
869	0.4073109391
870	0.407188023
871	0.4070421105
872	0.4069324429
873	0.406853429
874	0.4066990027
875	0.4065287645
876	0.4063735268
877	0.4062038915
878	0.406110161
879	0.4059873999
880	0.4058807312
881	0.4057002611
882	0.405564385
883	0.4053986102
884	0.405185267
885	0.4050863313
886	0.4049433978
887	0.4048400834
888	0.4046961432
889	0.4045261757
890	0.4044206226
891	0.4042639769
892	0.4041781691
893	0.4040809239
894	0.403969335
895	0.4038495701
896	0.4036570598
897	0.4035341924
898	0.4034194915
899	0.4033202656
900	0.4031757358
901	0.4030017199
902	0.4029275224
903	0.402757459
904	0.4026161694
905	0.402451565
906	0.4023068338
907	0.4021602474
908	0.402042668
909	0.4018982015
910	0.40177081
911	0.4016930814
912	0.4016028644
913	0.4015078436
914	0.4012946447
915	0.4011454502
916	0.4009733455
917	0.4008383106
918	0.4007103056
919	0.4005770045
920	0.4004416795
921	0.4002863732
922	0.4001024239
923	0.3999109443
924	0.399746064
925	0.3995846678
926	0.399416443
927	0.3993079532
928	0.3991845336
929	0.3990765822
930	0.3989597592
931	0.398863268
932	0.3987018412
933	0.3985999904
934	0.398470145
935	0.3982893465
936	0.3981804384
937	0.3980491468
938	0.3978285815
939	0.3976713478
940	0.3974863707
941	0.3973292223
942	0.3971877511
943	0.3970012267
944	0.3968183418
945	0.3966757739
946	0.3965347875
947	0.3963878089
948	0.3962756576
949	0.3961802974
950	0.3960365186
951	0.3958942125
952	0.3957990134
953	0.3956771818
954	0.3955375069
955	0.3953686422
956	0.3952310939
957	0.3950992746
958	0.394965172
959	0.3948656686
960	0.3947479664
961	0.3946392549
962	0.3945672867
963	0.39443045
964	0.3942865675
965	0.3941243005
966	0.394020511
967	0.3938607313
968	0.3937316158
969	0.3936196867
970	0.3935008866
971	0.3933529947
972	0.3932144687
973	0.3930882745
974	0.3929250874
975	0.392786425
976	0.3926644892
977	0.3925532261
978	0.3924589866
979	0.3923653462
980	0.3922322946
981	0.3921253573
982	0.3919791017
983	0.3918490906
984	0.3917264696
985	0.3915885859
986	0.3914310953
987	0.3912422257
988	0.391105728
989	0.3909191307
990	0.3908100762
991	0.3906206528
992	0.3904633825
993	0.3903539146
994	0.3902360162
995	0.3900720894
996	0.3899229687
997	0.3897526662
998	0.389593143
999	0.3893585877
99	0.3895673093
295358


